N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
31,33,21,7.45,25.18,Clay,0.34,0.38,28.04,33.78,801.08,7.82,10.79,West,1498,Zaid,Canal,138.64,Vegetables,Rice
81,66,67,7.12,28.13,Clay,0.96,1.32,34.01,63.68,445.3,11.49,7.65,East,1038,Kharif,Rainfed,314.38,Rice,Millet
99,59,45,5.28,35.12,Loamy,1.02,1.59,10.44,43.27,1414.73,6.08,4.34,South,1708,Kharif,Rainfed,284.92,Cotton,Potato
102,66,19,5.92,44.12,Sandy,1.35,2.12,13.34,75.0,2226.64,4.87,5.82,North,1372,Kharif,Rainfed,309.55,Cotton,Sugarcane
27,70,15,5.55,35.22,Clay,1.32,2.36,18.77,57.11,290.6,9.1,18.97,North,527,Rabi,Canal,315.09,Rice,Wheat
100,48,16,6.95,57.55,Sandy,0.28,0.35,29.32,45.02,947.74,10.81,5.21,Central,1373,Zaid,Canal,234.16,Maize,Rice
137,64,40,5.88,14.99,Sandy,1.33,1.51,36.5,66.5,462.92,9.3,7.19,West,902,Zaid,Rainfed,225.53,Maize,Millet
44,45,100,5.74,49.93,Sandy,0.27,0.57,16.93,37.0,1348.3,9.94,10.28,South,2196,Zaid,Rainfed,314.4,Pulses,Cotton
108,46,81,5.33,26.72,Sandy,0.4,2.28,14.18,75.69,2790.93,8.87,9.59,Central,2433,Kharif,Sprinkler,130.8,Vegetables,Sugarcane
31,23,12,6.14,28.88,Loamy,0.35,2.01,35.44,57.13,1355.94,9.97,6.81,East,653,Kharif,Rainfed,101.1,Rice,Cotton
78,36,113,5.28,45.44,Clay,0.44,2.2,22.27,78.76,1977.26,6.76,1.3,East,547,Kharif,Rainfed,173.16,Wheat,Rice
128,40,56,8.35,56.47,Sandy,1.24,0.32,30.99,38.29,1283.67,7.12,16.66,Central,2289,Rabi,Drip,75.12,Cotton,Sugarcane
45,82,94,5.12,45.81,Clay,1.09,1.58,26.44,52.95,2248.08,10.24,2.46,East,323,Zaid,Sprinkler,196.43,Wheat,Rice
66,53,10,8.15,48.79,Silt,1.09,2.54,15.28,40.8,2280.48,10.41,16.01,South,932,Zaid,Sprinkler,115.97,Vegetables,Wheat
51,77,54,6.21,47.54,Silt,1.4,2.17,31.02,33.67,586.53,4.66,6.84,West,449,Zaid,Sprinkler,173.23,Wheat,Millet
29,57,63,6.01,26.05,Clay,0.71,2.6,22.62,87.32,2028.97,4.14,18.31,West,517,Rabi,Sprinkler,125.05,Cotton,Rice
35,66,59,5.43,47.85,Loamy,0.2,0.7,18.63,73.6,1281.79,9.33,10.45,Central,479,Rabi,Canal,50.15,Maize,Potato
45,84,88,7.04,49.23,Loamy,1.03,0.93,37.08,49.54,2607.29,4.68,1.22,Central,1182,Rabi,Canal,328.31,Cotton,Rice
105,31,16,7.24,36.67,Silt,1.33,1.38,10.18,44.77,641.89,5.37,10.84,West,1996,Rabi,Sprinkler,288.25,Pulses,Wheat
154,13,72,6.37,36.84,Sandy,1.47,1.62,22.15,42.26,2712.81,5.58,18.28,North,1085,Rabi,Sprinkler,225.22,Maize,Rice
33,81,24,4.72,47.99,Silt,0.67,0.83,19.02,32.58,1632.26,8.07,1.75,West,1088,Kharif,Rainfed,53.89,Maize,Tomato
98,55,98,8.17,50.85,Sandy,1.27,1.21,11.63,36.16,915.46,5.61,9.7,West,2181,Rabi,Sprinkler,305.93,Vegetables,Wheat
136,68,76,8.42,26.86,Silt,1.3,2.09,12.41,36.17,1137.05,5.45,14.29,Central,2228,Kharif,Canal,274.3,Maize,Wheat
26,43,39,6.22,50.08,Silt,0.39,1.97,15.17,69.98,214.03,4.09,2.26,East,1761,Zaid,Sprinkler,171.14,Vegetables,Wheat
156,20,87,6.95,50.71,Loamy,1.02,0.42,25.15,65.68,2859.75,10.13,5.44,West,1231,Zaid,Canal,199.71,Vegetables,Rice
134,40,77,6.3,21.71,Clay,0.43,2.96,18.48,64.09,829.93,5.09,1.66,Central,1859,Zaid,Sprinkler,285.64,Rice,Wheat
91,20,45,5.79,45.85,Clay,0.78,1.73,35.14,74.07,2747.26,8.55,11.58,West,163,Kharif,Sprinkler,246.17,Cotton,Rice
78,65,76,4.81,19.33,Silt,1.34,1.5,17.2,45.07,2588.3,6.4,16.48,South,777,Rabi,Sprinkler,321.05,Pulses,Barley
101,47,14,6.32,14.65,Loamy,1.23,2.91,31.61,50.55,1177.42,5.46,7.77,East,1033,Rabi,Rainfed,219.83,Vegetables,Sugarcane
135,30,34,7.77,38.73,Sandy,0.94,0.51,16.31,37.6,790.55,6.77,3.12,Central,685,Rabi,Canal,224.17,Wheat,Wheat
122,19,104,4.57,55.43,Silt,1.25,1.68,11.28,65.26,1394.5,6.06,10.99,South,1587,Kharif,Drip,291.44,Wheat,Sugarcane
36,35,20,6.83,11.77,Sandy,0.4,2.43,17.94,85.97,2813.99,7.47,17.46,South,1314,Kharif,Rainfed,112.07,Vegetables,Wheat
33,17,81,8.02,51.33,Sandy,0.45,1.26,35.13,81.79,2594.33,9.52,12.18,Central,1113,Kharif,Sprinkler,112.15,Pulses,Rice
127,17,99,5.37,35.32,Loamy,0.47,2.24,12.47,63.3,1568.13,4.41,5.14,Central,2401,Rabi,Rainfed,92.0,Rice,Sugarcane
64,69,75,5.23,53.04,Loamy,1.21,2.71,20.33,68.68,1727.54,5.47,5.13,South,218,Rabi,Rainfed,96.22,Maize,Rice
117,81,37,7.59,52.17,Clay,1.36,0.86,10.24,89.54,1344.21,4.64,7.49,Central,1174,Kharif,Canal,271.67,Pulses,Wheat
150,43,69,5.52,53.76,Loamy,0.93,0.8,28.91,61.04,2845.32,11.74,2.59,South,1757,Rabi,Canal,176.9,Wheat,Rice
56,25,19,5.27,48.44,Silt,1.45,1.15,38.28,82.24,2968.97,8.59,11.3,North,2487,Kharif,Drip,191.55,Rice,Rice
127,22,59,6.01,52.15,Silt,1.15,1.31,21.53,60.04,1009.63,10.56,19.47,East,502,Zaid,Canal,184.64,Maize,Sugarcane
58,85,48,6.07,18.8,Sandy,0.93,0.42,27.31,32.87,2859.22,6.13,16.27,North,1760,Rabi,Canal,122.91,Rice,Rice
34,31,46,8.0,25.19,Clay,1.0,0.77,23.57,86.08,2861.18,11.16,11.39,South,1385,Rabi,Drip,339.39,Vegetables,Rice
139,36,72,6.97,22.12,Sandy,1.3,2.63,39.2,36.71,1525.64,9.03,18.49,Central,2294,Zaid,Canal,200.98,Pulses,Rice
23,73,70,6.12,47.12,Sandy,0.32,1.74,32.08,72.25,1361.73,7.25,11.97,West,2064,Zaid,Canal,165.24,Vegetables,Millet
112,11,112,6.64,17.68,Clay,0.42,0.88,11.33,44.28,2634.05,8.8,16.18,East,1845,Kharif,Sprinkler,275.44,Rice,Wheat
35,35,94,8.32,19.11,Sandy,0.55,2.84,13.26,84.06,2840.56,5.02,4.51,Central,1019,Zaid,Rainfed,281.59,Maize,Wheat
127,78,101,4.95,53.95,Clay,1.36,2.35,24.11,42.03,1326.66,6.51,4.66,Central,2374,Zaid,Sprinkler,345.29,Cotton,Sugarcane
145,39,47,5.33,45.29,Sandy,1.43,1.15,28.95,38.4,1578.17,8.31,17.48,South,988,Rabi,Sprinkler,189.11,Rice,Rice
74,17,42,8.35,53.77,Sandy,0.66,2.32,18.71,56.32,1135.85,9.12,5.39,South,1986,Rabi,Sprinkler,80.33,Wheat,Wheat
53,47,84,8.33,16.97,Clay,1.4,1.83,30.24,59.8,785.04,5.73,11.53,East,119,Rabi,Canal,280.43,Cotton,Millet
32,70,54,5.21,29.95,Silt,0.91,2.08,27.3,79.14,2989.4,11.93,5.05,South,558,Zaid,Drip,261.89,Pulses,Rice
37,74,53,5.08,24.16,Sandy,0.82,1.03,23.05,75.74,728.72,10.66,12.53,East,29,Kharif,Drip,66.36,Rice,Sugarcane
115,76,10,6.18,10.48,Sandy,1.28,0.71,27.47,49.7,2479.7,8.64,9.67,West,1128,Kharif,Rainfed,221.31,Maize,Rice
142,55,62,4.7,24.23,Silt,0.91,0.84,37.49,53.1,1377.63,11.79,16.54,West,677,Zaid,Drip,91.63,Rice,Sugarcane
58,81,56,7.12,28.98,Clay,0.79,0.34,17.3,64.6,434.26,8.1,15.62,West,1330,Rabi,Canal,345.62,Wheat,Wheat
65,52,42,4.81,14.61,Clay,0.22,1.47,33.74,63.09,1109.81,11.58,5.48,North,1988,Rabi,Sprinkler,294.57,Rice,Potato
48,68,76,4.73,38.32,Silt,0.22,1.28,10.36,81.72,432.77,10.01,10.73,West,2385,Zaid,Rainfed,89.61,Vegetables,Millet
81,55,99,6.44,29.16,Clay,1.02,0.11,12.54,58.35,2949.46,5.74,19.63,East,2159,Rabi,Rainfed,79.3,Rice,Wheat
35,81,24,8.33,12.32,Loamy,0.3,2.58,38.49,83.61,942.56,7.24,10.93,South,689,Kharif,Sprinkler,134.61,Rice,Potato
140,44,114,6.21,45.2,Sandy,1.16,2.08,30.93,42.3,2288.9,6.1,9.33,West,320,Rabi,Canal,127.44,Pulses,Rice
29,48,23,5.93,46.46,Clay,1.01,1.4,29.0,82.06,1391.73,9.77,1.83,West,487,Rabi,Rainfed,180.79,Rice,Wheat
122,60,32,8.49,51.72,Silt,0.8,2.9,20.02,48.26,2102.39,10.13,11.99,East,1227,Kharif,Drip,53.28,Vegetables,Rice
103,13,63,6.63,34.28,Sandy,1.12,2.83,15.53,77.36,914.21,9.47,18.94,Central,488,Zaid,Drip,250.09,Rice,Wheat
152,89,17,6.0,58.43,Silt,1.49,0.38,21.4,63.92,463.59,8.36,18.23,Central,339,Kharif,Drip,197.17,Pulses,Sugarcane
84,86,63,6.04,55.7,Clay,0.52,1.88,27.95,82.53,2463.93,7.22,14.5,North,764,Rabi,Rainfed,66.45,Maize,Rice
22,60,45,5.28,37.57,Silt,0.92,2.47,29.03,43.88,2206.8,11.87,7.45,West,1391,Rabi,Canal,61.56,Vegetables,Rice
139,14,93,6.55,32.25,Silt,1.3,0.6,15.09,72.09,506.34,4.22,15.02,East,569,Kharif,Drip,101.2,Pulses,Wheat
87,64,61,6.26,10.15,Sandy,0.22,0.47,23.37,80.94,2246.65,4.99,11.53,East,2285,Zaid,Sprinkler,148.09,Cotton,Rice
56,29,15,5.58,45.55,Sandy,0.46,0.85,27.0,76.6,1873.39,8.79,11.53,South,906,Rabi,Drip,68.26,Rice,Rice
92,33,106,5.14,38.25,Clay,0.88,0.91,38.8,63.96,680.17,10.05,16.57,East,2480,Kharif,Canal,147.74,Rice,Millet
68,45,37,5.74,56.88,Silt,0.92,2.9,26.48,70.52,2511.7,11.66,5.5,East,1946,Kharif,Drip,320.01,Wheat,Rice
140,43,59,6.53,39.71,Silt,0.31,2.36,27.42,41.79,2156.92,7.92,12.03,West,208,Rabi,Rainfed,205.73,Maize,Rice
107,63,47,4.73,59.64,Clay,0.73,0.27,32.96,42.99,1619.09,6.13,12.43,East,156,Rabi,Rainfed,53.19,Pulses,Rice
159,43,39,5.11,52.69,Silt,0.88,2.38,22.57,46.04,700.18,10.91,18.59,North,1269,Kharif,Canal,244.16,Cotton,Tomato
56,26,119,8.29,57.68,Silt,0.75,0.59,21.52,79.68,1712.46,7.52,1.46,Central,2021,Zaid,Rainfed,324.73,Pulses,Rice
80,14,116,6.67,26.38,Silt,1.11,1.14,27.73,40.05,655.59,5.03,10.1,West,934,Zaid,Sprinkler,102.46,Vegetables,Millet
143,27,90,4.75,17.47,Silt,1.2,1.02,33.5,47.94,715.07,8.18,6.0,Central,427,Zaid,Rainfed,188.08,Cotton,Millet
58,64,82,7.27,49.84,Loamy,0.8,0.89,29.13,85.23,875.76,8.2,16.9,West,1512,Zaid,Rainfed,153.6,Cotton,Cotton
82,62,101,4.75,49.31,Clay,0.75,1.0,15.58,75.31,2032.63,5.83,6.74,Central,1268,Kharif,Canal,64.32,Wheat,Sugarcane
65,59,63,7.46,20.57,Clay,1.12,2.29,21.93,73.99,2103.03,5.14,6.32,North,108,Rabi,Rainfed,125.58,Rice,Rice
107,81,80,7.5,48.24,Silt,0.92,0.87,25.38,57.31,403.73,5.14,13.85,Central,1439,Kharif,Rainfed,152.3,Rice,Millet
30,88,55,7.1,39.1,Clay,1.33,2.42,25.71,72.14,2022.51,10.59,6.39,Central,651,Zaid,Drip,302.11,Wheat,Rice
81,54,37,7.43,15.48,Loamy,0.83,0.36,20.19,63.94,296.87,8.01,8.65,East,1473,Kharif,Drip,110.92,Cotton,Potato
96,22,26,4.85,35.09,Silt,0.95,1.83,25.67,34.29,2733.96,9.89,1.62,South,47,Zaid,Sprinkler,250.69,Rice,Rice
71,25,113,7.41,56.56,Sandy,0.37,2.6,30.19,64.59,2380.26,11.7,7.77,South,127,Kharif,Canal,200.69,Vegetables,Rice
23,22,57,5.05,35.32,Loamy,1.29,0.33,24.04,57.13,2228.3,10.34,14.36,North,2162,Kharif,Drip,52.72,Cotton,Rice
78,29,53,5.86,49.43,Sandy,0.75,1.94,23.54,36.84,869.79,5.26,11.49,South,1554,Zaid,Rainfed,247.09,Rice,Sugarcane
91,75,117,8.27,11.45,Clay,1.13,1.58,34.05,50.66,2965.16,7.36,3.7,North,1205,Zaid,Drip,300.1,Rice,Rice
112,56,69,6.51,46.4,Clay,0.76,1.06,32.71,83.69,2788.09,7.97,16.59,North,547,Kharif,Canal,183.68,Maize,Rice
82,28,69,8.37,57.34,Clay,0.2,0.39,22.67,78.22,1571.79,9.61,7.36,South,581,Zaid,Canal,106.68,Maize,Rice
73,54,14,4.86,34.98,Silt,0.72,2.06,39.88,84.83,297.13,11.72,17.68,Central,1806,Rabi,Sprinkler,280.44,Pulses,Millet
136,46,78,6.41,26.89,Loamy,0.39,1.0,11.99,73.02,1631.89,6.28,17.0,Central,1253,Rabi,Rainfed,55.72,Rice,Wheat
129,63,87,4.75,42.33,Loamy,0.72,1.08,19.78,67.95,631.14,10.89,3.78,Central,2087,Zaid,Rainfed,201.87,Wheat,Sugarcane
93,15,79,7.02,55.81,Silt,0.62,2.18,11.1,38.35,1859.55,4.58,18.28,Central,76,Zaid,Canal,62.42,Rice,Wheat
126,23,16,4.81,18.84,Silt,0.46,2.84,35.18,36.43,2962.44,10.98,2.45,South,213,Kharif,Sprinkler,312.5,Pulses,Rice
76,13,62,5.2,30.18,Clay,0.36,1.07,32.67,44.81,2319.39,9.56,8.87,North,2444,Kharif,Canal,345.4,Wheat,Rice
22,64,26,5.54,17.81,Loamy,1.15,2.27,30.51,48.85,1102.32,4.23,4.2,West,357,Zaid,Canal,347.4,Rice,Wheat
139,43,68,7.49,34.83,Clay,1.18,2.87,16.43,66.42,1303.65,8.89,3.25,North,845,Zaid,Drip,96.42,Wheat,Wheat
25,36,18,5.16,37.02,Loamy,0.54,0.38,31.23,82.64,2844.81,11.45,3.16,North,1149,Rabi,Drip,238.09,Wheat,Rice
24,16,104,7.89,57.21,Silt,0.84,1.63,20.66,83.44,508.46,7.46,1.01,West,2345,Kharif,Drip,226.71,Wheat,Rice
24,12,31,5.03,30.63,Clay,0.8,0.13,36.06,70.94,2692.46,4.94,16.05,East,909,Kharif,Rainfed,169.5,Rice,Rice
73,56,54,4.64,38.35,Loamy,0.66,2.49,15.99,64.43,408.69,11.91,5.98,East,1488,Rabi,Sprinkler,291.71,Vegetables,Potato
66,11,82,6.08,54.26,Silt,0.56,0.93,16.54,44.66,1361.03,7.33,1.17,Central,1837,Zaid,Rainfed,288.39,Maize,Wheat
28,89,68,8.42,26.07,Sandy,0.44,1.07,38.82,86.28,2287.26,8.22,5.22,South,979,Kharif,Canal,305.85,Wheat,Rice
118,34,89,4.94,43.71,Clay,1.33,2.09,25.51,70.27,1306.19,11.74,2.07,East,1026,Zaid,Sprinkler,287.31,Cotton,Sugarcane
39,69,109,4.91,47.86,Loamy,1.28,2.39,23.39,62.01,1799.14,8.68,1.86,West,617,Kharif,Canal,217.3,Wheat,Rice
141,88,107,7.5,26.53,Loamy,0.74,1.26,20.55,36.24,1574.18,9.41,16.09,East,1562,Zaid,Rainfed,210.59,Cotton,Rice
80,33,118,5.75,18.22,Clay,1.14,2.03,34.94,79.55,1893.0,9.68,1.25,South,196,Kharif,Sprinkler,84.5,Pulses,Rice
142,24,22,7.37,35.15,Loamy,0.85,2.87,20.58,50.94,678.63,10.03,17.43,East,1146,Zaid,Rainfed,308.84,Vegetables,Tomato
101,23,92,5.3,27.84,Sandy,0.31,2.67,20.68,84.04,1818.66,10.4,4.84,North,1562,Rabi,Drip,305.38,Maize,Rice
81,63,21,6.34,23.32,Sandy,1.27,2.13,13.7,40.1,2964.34,4.6,19.1,North,2437,Rabi,Rainfed,309.74,Vegetables,Wheat
22,87,45,5.56,58.67,Loamy,0.49,2.83,25.62,32.92,742.89,11.47,15.39,North,167,Kharif,Rainfed,58.45,Rice,Millet
32,15,19,6.31,35.11,Clay,1.12,2.64,37.71,56.08,387.46,8.36,5.66,North,1020,Rabi,Rainfed,123.54,Pulses,Millet
139,87,25,7.58,52.82,Loamy,0.89,2.21,38.73,34.7,1297.01,8.27,6.56,North,841,Zaid,Rainfed,177.85,Vegetables,Sugarcane
144,27,101,7.55,19.77,Loamy,1.1,2.76,39.87,33.71,1248.21,10.68,6.18,Central,1714,Zaid,Rainfed,127.71,Wheat,Sugarcane
108,29,28,6.56,56.97,Sandy,0.81,2.47,24.19,72.82,552.06,6.45,5.18,Central,1571,Kharif,Rainfed,288.05,Vegetables,Cotton
92,71,113,8.21,49.72,Silt,1.11,1.56,33.25,45.44,1800.13,9.25,5.67,Central,285,Zaid,Sprinkler,87.69,Maize,Rice
87,89,15,5.56,50.43,Silt,0.24,1.56,26.58,68.33,1425.26,6.54,12.41,West,1281,Zaid,Drip,225.85,Rice,Tomato
120,49,13,5.46,29.49,Loamy,0.25,0.13,26.44,64.25,2543.28,10.09,13.45,West,1987,Rabi,Drip,257.19,Cotton,Rice
117,48,39,6.96,34.28,Clay,1.37,0.19,34.19,38.45,1384.28,7.46,5.02,Central,1595,Zaid,Drip,271.09,Cotton,Sugarcane
30,61,112,6.99,39.67,Sandy,1.17,2.26,35.06,53.15,2959.86,5.49,17.11,East,946,Kharif,Canal,232.34,Vegetables,Rice
124,41,104,4.69,49.49,Silt,1.28,1.71,10.59,33.96,2383.58,11.27,15.58,South,496,Rabi,Sprinkler,190.94,Wheat,Sugarcane
86,82,55,6.93,52.45,Loamy,0.79,2.31,38.28,55.3,1564.86,10.03,10.29,North,2324,Zaid,Drip,110.11,Maize,Rice
142,36,36,6.0,13.9,Clay,0.8,2.85,34.69,40.94,1746.15,4.11,3.82,East,2344,Zaid,Sprinkler,128.25,Cotton,Rice
48,61,54,7.49,55.2,Sandy,0.89,1.41,31.63,35.78,2626.9,4.52,8.58,Central,1339,Kharif,Canal,72.63,Cotton,Rice
156,72,94,7.73,56.87,Silt,0.52,0.36,35.56,49.02,2367.63,7.03,8.3,South,2143,Kharif,Rainfed,181.99,Wheat,Rice
95,83,46,6.71,39.64,Silt,1.15,1.92,26.12,30.21,2041.66,10.24,18.12,Central,554,Kharif,Drip,55.03,Maize,Rice
28,72,18,4.51,19.34,Silt,1.28,0.39,33.2,75.47,947.07,6.21,17.4,Central,1968,Kharif,Rainfed,125.85,Maize,Wheat
59,26,70,7.05,50.92,Clay,1.38,1.9,27.96,39.49,1348.97,11.93,1.69,West,258,Rabi,Sprinkler,269.82,Pulses,Potato
44,58,44,7.5,37.43,Clay,0.87,1.63,26.29,67.55,2404.12,11.35,1.1,East,749,Rabi,Sprinkler,220.05,Pulses,Rice
24,32,115,5.5,50.86,Clay,0.74,2.17,16.35,79.95,1956.9,10.92,15.69,North,1907,Kharif,Rainfed,274.84,Pulses,Barley
158,81,56,6.36,50.74,Loamy,1.28,1.12,35.42,85.03,2878.2,4.07,3.13,East,678,Zaid,Sprinkler,134.51,Vegetables,Rice
143,22,30,8.36,14.34,Sandy,1.18,0.52,36.52,63.45,2644.08,11.71,4.81,West,2037,Rabi,Rainfed,252.97,Pulses,Rice
57,32,26,5.69,40.35,Loamy,1.33,0.79,39.14,77.3,1395.86,8.73,18.98,Central,191,Rabi,Sprinkler,277.6,Wheat,Barley
91,66,64,5.39,34.16,Sandy,1.05,2.08,13.61,57.29,1022.69,8.73,7.86,West,1251,Zaid,Sprinkler,246.95,Wheat,Potato
152,71,97,5.34,57.31,Clay,1.35,1.49,18.75,59.41,547.39,4.79,16.95,Central,2091,Rabi,Sprinkler,186.26,Wheat,Potato
109,63,104,6.74,24.83,Silt,0.32,1.67,30.56,62.81,1341.36,8.88,4.13,West,439,Zaid,Rainfed,106.84,Pulses,Sugarcane
56,29,15,8.3,20.3,Clay,1.08,1.04,35.66,70.21,834.71,8.23,13.92,East,817,Zaid,Drip,294.82,Cotton,Pulses
79,61,44,6.93,54.85,Loamy,0.32,2.53,32.54,70.2,246.78,8.33,12.92,North,1434,Kharif,Rainfed,276.82,Rice,Millet
47,32,59,5.71,17.44,Clay,1.17,3.0,23.67,77.12,587.0,5.53,14.97,South,107,Zaid,Rainfed,275.87,Wheat,Rice
100,44,46,7.05,44.33,Clay,1.02,1.01,31.78,67.02,1468.43,8.35,6.54,Central,700,Kharif,Rainfed,320.71,Maize,Pulses
133,76,22,7.0,25.0,Clay,0.22,2.18,12.16,82.96,2698.77,4.58,3.6,Central,1296,Rabi,Sprinkler,314.12,Rice,Wheat
59,43,34,6.89,38.39,Silt,0.98,0.6,29.88,72.55,1098.69,4.17,2.45,Central,1693,Rabi,Canal,136.25,Wheat,Potato
64,42,105,5.14,40.81,Sandy,0.39,2.25,10.24,85.74,1435.14,5.71,13.94,North,23,Kharif,Rainfed,62.9,Maize,Tomato
81,55,10,7.04,30.87,Sandy,0.39,1.35,11.43,75.03,1275.4,10.41,13.59,West,2305,Zaid,Drip,329.02,Rice,Wheat
112,54,58,6.22,58.75,Loamy,0.4,1.86,32.72,74.32,1233.13,8.83,1.33,East,1711,Zaid,Rainfed,157.51,Pulses,Sugarcane
134,28,44,4.57,16.59,Sandy,0.83,0.79,24.33,81.62,2223.39,11.15,12.39,North,134,Rabi,Rainfed,342.25,Pulses,Rice
86,24,92,6.66,29.57,Clay,0.35,2.57,11.79,69.35,1616.89,7.11,3.75,Central,2419,Kharif,Rainfed,272.94,Cotton,Wheat
75,87,62,8.46,31.52,Silt,0.36,0.6,24.46,40.77,1343.64,6.8,1.75,East,75,Rabi,Rainfed,153.41,Wheat,Wheat
59,75,61,5.9,41.55,Clay,0.53,2.79,11.88,34.98,2841.3,9.6,10.83,South,62,Rabi,Canal,225.97,Wheat,Potato
117,48,63,8.36,30.36,Clay,0.2,0.28,20.38,48.95,973.6,7.26,5.29,North,1256,Zaid,Sprinkler,327.85,Vegetables,Maize
59,27,85,4.88,14.85,Loamy,0.56,0.94,14.72,78.86,2531.98,7.05,11.23,South,1512,Kharif,Canal,85.48,Vegetables,Millet
110,79,113,7.43,57.37,Clay,1.0,1.73,16.58,31.3,1642.02,7.73,14.63,West,1001,Zaid,Sprinkler,264.71,Pulses,Wheat
52,68,113,4.96,30.8,Clay,0.98,2.59,15.87,39.0,1436.73,4.92,18.59,North,933,Zaid,Sprinkler,140.85,Vegetables,Maize
25,41,56,5.59,27.13,Loamy,1.46,1.77,21.15,36.37,376.3,5.62,7.49,North,1181,Zaid,Drip,79.52,Rice,Pulses
99,30,52,6.78,32.34,Sandy,0.36,0.73,13.24,32.23,2603.78,8.83,9.03,West,1539,Kharif,Sprinkler,163.14,Maize,Wheat
111,49,29,6.87,20.83,Sandy,1.33,2.59,25.83,78.62,957.85,8.87,4.11,East,2067,Rabi,Canal,127.78,Rice,Potato
116,36,42,7.6,15.01,Sandy,0.71,1.83,22.21,46.78,2102.2,8.72,14.71,South,1496,Kharif,Rainfed,66.65,Vegetables,Rice
78,11,102,6.96,17.43,Loamy,0.7,0.77,35.2,73.74,2648.54,5.6,16.64,Central,2105,Rabi,Rainfed,341.81,Vegetables,Rice
78,89,25,6.87,18.33,Loamy,0.65,1.73,34.78,38.51,1701.18,7.48,14.38,West,1444,Zaid,Drip,138.98,Rice,Rice
67,48,87,8.15,19.88,Silt,0.36,2.06,34.73,54.54,1993.87,11.37,9.41,North,349,Kharif,Drip,181.12,Wheat,Rice
32,65,16,6.31,31.0,Silt,0.82,2.07,24.09,36.99,1152.51,10.89,11.64,North,524,Rabi,Drip,279.2,Pulses,Potato
126,22,79,5.4,41.19,Clay,1.22,2.2,18.72,30.15,2234.31,8.46,5.18,West,1813,Kharif,Canal,65.0,Rice,Sugarcane
64,65,30,5.15,41.44,Clay,1.34,2.7,22.46,66.79,2038.49,11.21,14.97,North,618,Zaid,Canal,213.63,Wheat,Rice
108,75,45,6.1,10.0,Loamy,1.45,2.49,30.62,58.86,1445.4,9.4,13.57,West,330,Kharif,Rainfed,287.38,Rice,Sugarcane
119,87,95,7.35,56.05,Loamy,1.22,1.86,25.89,55.0,1976.89,7.3,18.57,North,292,Zaid,Sprinkler,303.55,Pulses,Rice
26,65,113,4.67,51.14,Silt,1.01,0.19,28.73,34.72,935.45,10.21,11.79,Central,1150,Zaid,Drip,261.61,Vegetables,Cotton
152,37,63,5.02,58.2,Clay,0.85,2.27,30.81,65.29,2041.9,6.42,15.24,North,1149,Kharif,Drip,167.57,Maize,Rice
64,73,28,4.92,28.0,Clay,1.34,2.93,37.55,76.8,2083.68,10.84,10.51,North,1165,Zaid,Sprinkler,218.54,Cotton,Rice
77,80,34,6.84,43.24,Clay,1.16,0.99,38.32,34.03,1445.69,6.64,16.87,Central,1001,Rabi,Sprinkler,104.25,Wheat,Barley
50,73,76,5.47,18.4,Sandy,0.41,1.86,35.21,54.81,898.25,10.36,12.27,North,1566,Kharif,Sprinkler,232.77,Pulses,Wheat
42,65,109,5.17,50.85,Silt,1.09,2.33,11.95,48.69,2448.58,6.25,9.83,North,377,Zaid,Rainfed,82.53,Pulses,Sugarcane
157,50,118,6.87,18.07,Sandy,0.76,1.95,39.38,83.51,2311.56,11.34,3.75,Central,2332,Kharif,Rainfed,311.02,Cotton,Rice
126,50,62,7.55,26.3,Clay,0.97,2.78,31.11,45.76,359.86,5.48,16.27,East,1720,Kharif,Rainfed,336.99,Vegetables,Millet
58,13,107,5.83,34.54,Loamy,1.37,1.47,30.8,86.66,1583.95,9.75,16.37,South,2414,Rabi,Canal,136.2,Wheat,Rice
101,66,84,6.81,39.73,Silt,1.05,1.64,10.69,79.7,457.91,7.27,6.97,North,1978,Rabi,Canal,112.49,Maize,Wheat
119,39,57,4.89,37.98,Sandy,1.42,0.21,24.38,36.01,1094.78,4.15,9.42,North,1665,Kharif,Sprinkler,213.35,Maize,Sugarcane
21,55,51,8.24,15.1,Clay,1.33,2.71,28.79,58.84,1382.27,6.65,8.84,South,1560,Rabi,Drip,331.72,Cotton,Potato
96,65,56,5.85,31.08,Sandy,0.37,0.86,18.36,68.94,695.28,5.62,7.42,Central,1685,Kharif,Rainfed,174.35,Cotton,Cotton
31,40,100,8.49,56.15,Loamy,0.22,2.94,12.5,65.58,1512.93,8.44,10.4,North,766,Rabi,Sprinkler,80.39,Wheat,Wheat
58,16,51,8.41,53.62,Silt,0.7,0.69,25.97,70.75,2177.42,6.08,10.59,North,2432,Rabi,Rainfed,330.78,Cotton,Rice
32,86,11,7.62,39.54,Loamy,1.32,0.84,23.39,55.58,1423.5,4.58,2.48,South,1254,Zaid,Canal,113.58,Cotton,Potato
65,63,15,4.58,38.62,Loamy,0.5,1.51,11.32,84.28,855.59,11.62,5.93,South,227,Zaid,Drip,236.06,Pulses,Sugarcane
